ticker,date,close,source
QQQ,2022-03-21,350.080000,robinhood_equity_day
QQQ,2022-03-22,356.960000,robinhood_equity_day
QQQ,2022-03-23,351.830000,robinhood_equity_day
QQQ,2022-03-24,359.650000,robinhood_equity_day
QQQ,2022-03-25,359.350000,robinhood_equity_day
QQQ,2022-03-28,364.910000,robinhood_equity_day
QQQ,2022-03-29,371.190000,robinhood_equity_day
QQQ,2022-03-30,367.090000,robinhood_equity_day
QQQ,2022-03-31,362.540000,robinhood_equity_day
QQQ,2022-04-01,361.850000,robinhood_equity_day
QQQ,2022-04-04,369.300000,robinhood_equity_day
QQQ,2022-04-05,361.100000,robinhood_equity_day
QQQ,2022-04-06,353.260000,robinhood_equity_day
QQQ,2022-04-07,354.100000,robinhood_equity_day
QQQ,2022-04-08,349.150000,robinhood_equity_day
QQQ,2022-04-11,340.890000,robinhood_equity_day
QQQ,2022-04-12,339.450000,robinhood_equity_day
QQQ,2022-04-13,346.350000,robinhood_equity_day
QQQ,2022-04-14,338.430000,robinhood_equity_day
QQQ,2022-04-18,338.690000,robinhood_equity_day
QQQ,2022-04-19,346.260000,robinhood_equity_day
QQQ,2022-04-20,341.210000,robinhood_equity_day
QQQ,2022-04-21,334.150000,robinhood_equity_day
QQQ,2022-04-22,325.400000,robinhood_equity_day
QQQ,2022-04-25,329.580000,robinhood_equity_day
QQQ,2022-04-26,317.140000,robinhood_equity_day
QQQ,2022-04-27,316.760000,robinhood_equity_day
QQQ,2022-04-28,328.010000,robinhood_equity_day
QQQ,2022-04-29,313.250000,robinhood_equity_day
QQQ,2022-05-02,318.480000,robinhood_equity_day
QQQ,2022-05-03,318.820000,robinhood_equity_day
QQQ,2022-05-04,329.600000,robinhood_equity_day
QQQ,2022-05-05,313.000000,robinhood_equity_day
QQQ,2022-05-06,309.250000,robinhood_equity_day
QQQ,2022-05-09,297.150000,robinhood_equity_day
QQQ,2022-05-10,300.760000,robinhood_equity_day
QQQ,2022-05-11,291.840000,robinhood_equity_day
QQQ,2022-05-12,291.150000,robinhood_equity_day
QQQ,2022-05-13,301.940000,robinhood_equity_day
QQQ,2022-05-16,298.440000,robinhood_equity_day
QQQ,2022-05-17,306.170000,robinhood_equity_day
QQQ,2022-05-18,291.140000,robinhood_equity_day
QQQ,2022-05-19,289.580000,robinhood_equity_day
QQQ,2022-05-20,288.680000,robinhood_equity_day
QQQ,2022-05-23,293.480000,robinhood_equity_day
QQQ,2022-05-24,287.240000,robinhood_equity_day
QQQ,2022-05-25,291.260000,robinhood_equity_day
QQQ,2022-05-26,299.330000,robinhood_equity_day
QQQ,2022-05-27,309.100000,robinhood_equity_day
QQQ,2022-05-31,308.280000,robinhood_equity_day
QQQ,2022-06-01,306.000000,robinhood_equity_day
QQQ,2022-06-02,314.380000,robinhood_equity_day
QQQ,2022-06-03,306.200000,robinhood_equity_day
QQQ,2022-06-06,307.220000,robinhood_equity_day
QQQ,2022-06-07,309.870000,robinhood_equity_day
QQQ,2022-06-08,307.640000,robinhood_equity_day
QQQ,2022-06-09,299.400000,robinhood_equity_day
QQQ,2022-06-10,288.840000,robinhood_equity_day
QQQ,2022-06-13,275.410000,robinhood_equity_day
QQQ,2022-06-14,275.910000,robinhood_equity_day
QQQ,2022-06-15,282.800000,robinhood_equity_day
QQQ,2022-06-16,271.390000,robinhood_equity_day
QQQ,2022-06-17,274.690000,robinhood_equity_day
QQQ,2022-06-21,281.080000,robinhood_equity_day
QQQ,2022-06-22,280.670000,robinhood_equity_day
QQQ,2022-06-23,284.850000,robinhood_equity_day
QQQ,2022-06-24,294.610000,robinhood_equity_day
QQQ,2022-06-27,292.450000,robinhood_equity_day
QQQ,2022-06-28,283.540000,robinhood_equity_day
QQQ,2022-06-29,283.800000,robinhood_equity_day
QQQ,2022-06-30,280.280000,robinhood_equity_day
QQQ,2022-07-01,282.130000,robinhood_equity_day
QQQ,2022-07-05,286.960000,robinhood_equity_day
QQQ,2022-07-06,288.800000,robinhood_equity_day
QQQ,2022-07-07,294.980000,robinhood_equity_day
QQQ,2022-07-08,295.350000,robinhood_equity_day
QQQ,2022-07-11,289.040000,robinhood_equity_day
QQQ,2022-07-12,286.240000,robinhood_equity_day
QQQ,2022-07-13,285.650000,robinhood_equity_day
QQQ,2022-07-14,286.670000,robinhood_equity_day
QQQ,2022-07-15,291.870000,robinhood_equity_day
QQQ,2022-07-18,289.400000,robinhood_equity_day
QQQ,2022-07-19,298.300000,robinhood_equity_day
QQQ,2022-07-20,303.030000,robinhood_equity_day
QQQ,2022-07-21,307.380000,robinhood_equity_day
QQQ,2022-07-22,301.990000,robinhood_equity_day
QQQ,2022-07-25,300.270000,robinhood_equity_day
QQQ,2022-07-26,294.370000,robinhood_equity_day
QQQ,2022-07-27,306.810000,robinhood_equity_day
QQQ,2022-07-28,309.810000,robinhood_equity_day
QQQ,2022-07-29,315.460000,robinhood_equity_day
QQQ,2022-08-01,315.270000,robinhood_equity_day
QQQ,2022-08-02,314.330000,robinhood_equity_day
QQQ,2022-08-03,322.890000,robinhood_equity_day
QQQ,2022-08-04,324.400000,robinhood_equity_day
QQQ,2022-08-05,321.750000,robinhood_equity_day
QQQ,2022-08-08,320.710000,robinhood_equity_day
QQQ,2022-08-09,317.080000,robinhood_equity_day
QQQ,2022-08-10,325.930000,robinhood_equity_day
QQQ,2022-08-11,324.080000,robinhood_equity_day
QQQ,2022-08-12,330.390000,robinhood_equity_day
QQQ,2022-08-15,333.060000,robinhood_equity_day
QQQ,2022-08-16,332.280000,robinhood_equity_day
QQQ,2022-08-17,328.490000,robinhood_equity_day
QQQ,2022-08-18,329.280000,robinhood_equity_day
QQQ,2022-08-19,322.860000,robinhood_equity_day
QQQ,2022-08-22,314.360000,robinhood_equity_day
QQQ,2022-08-23,314.100000,robinhood_equity_day
QQQ,2022-08-24,315.010000,robinhood_equity_day
QQQ,2022-08-25,320.580000,robinhood_equity_day
